,NGVT_Open,NGVT_High,NGVT_Low,NGVT_Close,NGVT_Adj Close,NGVT_Volume,NGVT_Dividend Amount,NGVT_Split Coefficient
2021-11-11,80.65,82.26,80.07,81.84,81.84,133494,0.0,1.0
2021-11-10,79.32,80.97,78.8411,80.83,80.83,174702,0.0,1.0
2021-11-09,81.07,81.4322,78.485,79.08,79.08,362158,0.0,1.0
2021-11-08,83.06,83.06,80.69,81.26,81.26,170928,0.0,1.0
2021-11-05,79.5,82.275,79.015,82.17,82.17,230578,0.0,1.0
2021-11-04,79.89,80.87,78.72,78.88,78.88,161982,0.0,1.0
2021-11-03,79.01,80.24,78.68,79.35,79.35,241776,0.0,1.0
2021-11-02,78.53,79.04,77.431,79.01,79.01,177355,0.0,1.0
2021-11-01,78.34,79.89,77.72,78.29,78.29,281181,0.0,1.0
2021-10-29,78.25,79.4,77.8,77.91,77.91,287726,0.0,1.0
2021-10-28,76.0,78.57,75.89,78.24,78.24,311325,0.0,1.0
2021-10-27,78.29,78.615,76.23,76.32,76.32,194622,0.0,1.0
2021-10-26,78.64,79.12,78.04,78.68,78.68,142038,0.0,1.0
2021-10-25,78.87,79.44,78.53,78.72,78.72,157594,0.0,1.0
2021-10-22,79.42,79.74,78.57,78.63,78.63,166763,0.0,1.0
2021-10-21,78.52,79.08,77.8775,78.99,78.99,261669,0.0,1.0
2021-10-20,77.44,78.75,77.07,78.64,78.64,199531,0.0,1.0
2021-10-19,78.18,78.18,76.92,77.37,77.37,111806,0.0,1.0
2021-10-18,77.42,78.86,77.02,77.73,77.73,161725,0.0,1.0
2021-10-15,79.58,79.64,77.95,77.95,77.95,209535,0.0,1.0
2021-10-14,76.99,78.72,76.65,78.33,78.33,169209,0.0,1.0
2021-10-13,75.23,76.27,74.545,76.19,76.19,127412,0.0,1.0
2021-10-12,74.59,75.46,74.44,75.11,75.11,115654,0.0,1.0
2021-10-11,75.52,76.29,74.89,74.93,74.93,122208,0.0,1.0
2021-10-08,76.13,76.25,75.32,75.38,75.38,94278,0.0,1.0
2021-10-07,74.63,76.11,74.59,75.79,75.79,149895,0.0,1.0
2021-10-06,73.19,74.16,72.3307,74.15,74.15,275051,0.0,1.0
2021-10-05,75.34,75.98,74.07,74.2,74.2,207886,0.0,1.0
2021-10-04,74.75,75.95,74.12,75.06,75.06,260361,0.0,1.0
2021-10-01,71.61,74.57,71.15,74.37,74.37,287878,0.0,1.0
2021-09-30,73.6,74.1,71.31,71.37,71.37,210912,0.0,1.0
2021-09-29,72.85,74.04,71.64,72.94,72.94,176229,0.0,1.0
2021-09-28,73.12,73.43,72.37,72.56,72.56,158870,0.0,1.0
2021-09-27,72.71,73.97,72.36,72.95,72.95,175082,0.0,1.0
2021-09-24,70.55,72.65,70.55,72.15,72.15,159724,0.0,1.0
2021-09-23,69.77,71.77,69.77,71.2,71.2,174241,0.0,1.0
2021-09-22,70.94,70.94,69.56,69.6,69.6,236793,0.0,1.0
2021-09-21,72.22,72.22,69.91,70.03,70.03,181162,0.0,1.0
2021-09-20,69.65,71.56,69.47,71.39,71.39,266984,0.0,1.0
2021-09-17,73.23,73.23,70.68,71.61,71.61,793221,0.0,1.0
2021-09-16,74.05,74.28,71.8,72.98,72.98,297186,0.0,1.0
2021-09-15,73.8,75.255,73.8,74.11,74.11,303136,0.0,1.0
2021-09-14,75.11,75.36,73.64,73.87,73.87,188451,0.0,1.0
2021-09-13,74.75,75.13,73.655,74.58,74.58,215628,0.0,1.0
2021-09-10,77.53,77.8275,73.55,73.64,73.64,225913,0.0,1.0
2021-09-09,76.05,78.12,76.05,77.0,77.0,182346,0.0,1.0
2021-09-08,77.52,77.705,75.95,76.32,76.32,220603,0.0,1.0
2021-09-07,77.92,79.1,77.9,78.21,78.21,121190,0.0,1.0
2021-09-03,79.76,80.28,78.55,78.8,78.8,119660,0.0,1.0
2021-09-02,80.75,80.88,79.761,80.4,80.4,182222,0.0,1.0
2021-09-01,80.51,80.795,79.05,80.06,80.06,131646,0.0,1.0
2021-08-31,80.9,81.43,80.24,80.39,80.39,158312,0.0,1.0
2021-08-30,82.45,83.08,81.09,81.22,81.22,104523,0.0,1.0
2021-08-27,80.06,82.57,80.06,82.05,82.05,142483,0.0,1.0
2021-08-26,80.88,81.34,79.25,79.28,79.28,136909,0.0,1.0
2021-08-25,79.67,81.4,79.26,81.28,81.28,108258,0.0,1.0
2021-08-24,79.19,80.37,78.89,79.44,79.44,170387,0.0,1.0
2021-08-23,78.39,79.42,77.885,79.19,79.19,157131,0.0,1.0
2021-08-20,77.4,78.32,76.495,77.57,77.57,140687,0.0,1.0
2021-08-19,78.54,78.7804,77.13,77.72,77.72,176848,0.0,1.0
2021-08-18,81.82,82.2,79.89,79.97,79.97,175721,0.0,1.0
2021-08-17,81.42,82.68,80.32,81.98,81.98,97209,0.0,1.0
2021-08-16,83.36,83.38,81.91,82.8,82.8,102334,0.0,1.0
2021-08-13,82.74,84.28,82.595,84.23,84.23,116678,0.0,1.0
2021-08-12,83.39,83.89,82.35,83.03,83.03,120947,0.0,1.0
2021-08-11,81.16,83.44,80.15,83.35,83.35,245009,0.0,1.0
2021-08-10,80.8,81.76,80.38,80.96,80.96,389090,0.0,1.0
2021-08-09,81.5,82.0,80.49,80.49,80.49,165440,0.0,1.0
2021-08-06,83.7,83.97,81.67,82.42,82.42,164742,0.0,1.0
2021-08-05,81.39,82.82,81.2,81.85,81.85,205790,0.0,1.0
2021-08-04,82.33,83.24,80.37,80.39,80.39,171595,0.0,1.0
2021-08-03,84.78,84.78,81.92,83.72,83.72,245240,0.0,1.0
2021-08-02,85.76,88.02,83.36,83.96,83.96,285377,0.0,1.0
2021-07-30,86.45,87.385,84.88,84.94,84.94,288570,0.0,1.0
2021-07-29,85.0,88.58,83.95,87.31,87.31,266344,0.0,1.0
2021-07-28,82.69,83.64,81.835,83.27,83.27,198752,0.0,1.0
2021-07-27,81.02,82.9,80.705,82.84,82.84,198415,0.0,1.0
2021-07-26,80.79,82.09,80.64,82.07,82.07,155735,0.0,1.0
2021-07-23,79.15,80.1,77.65,80.04,80.04,141520,0.0,1.0
2021-07-22,77.69,78.258,77.19,78.1,78.1,94980,0.0,1.0
2021-07-21,79.44,80.04,77.945,78.41,78.41,124222,0.0,1.0
2021-07-20,75.95,78.8,75.79,78.08,78.08,233381,0.0,1.0
2021-07-19,77.7,78.05,75.88,76.28,76.28,160510,0.0,1.0
2021-07-16,81.46,81.53,78.86,79.03,79.03,195524,0.0,1.0
2021-07-15,80.85,81.86,80.63,80.82,80.82,129017,0.0,1.0
2021-07-14,81.84,83.0199,81.34,81.44,81.44,122624,0.0,1.0
2021-07-13,82.87,83.265,81.11,81.39,81.39,124897,0.0,1.0
2021-07-12,80.84,83.46,80.84,83.26,83.26,178227,0.0,1.0
2021-07-09,82.09,82.88,81.58,82.07,82.07,105515,0.0,1.0
2021-07-08,79.9,81.52,79.38,80.63,80.63,195560,0.0,1.0
2021-07-07,79.0,81.52,79.0,81.4,81.4,201760,0.0,1.0
2021-07-06,81.68,81.8925,78.88,79.25,79.25,212317,0.0,1.0
2021-07-02,82.23,82.38,81.15,81.98,81.98,126355,0.0,1.0
2021-07-01,82.21,82.87,81.68,82.15,82.15,218242,0.0,1.0
2021-06-30,79.07,81.57,79.06,81.36,81.36,191683,0.0,1.0
2021-06-29,80.49,81.44,79.51,79.72,79.72,247611,0.0,1.0
2021-06-28,81.69,81.74,80.12,80.24,80.24,194673,0.0,1.0
2021-06-25,82.81,84.03,81.8,81.87,81.87,731652,0.0,1.0
2021-06-24,81.76,83.255,81.12,83.01,83.01,282337,0.0,1.0
2021-06-23,81.85,82.76,81.24,81.5,81.5,236639,0.0,1.0
2021-06-22,81.1,82.11,80.02,81.47,81.47,241364,0.0,1.0
2021-06-21,80.0,81.47,80.0,80.77,80.77,420137,0.0,1.0
2021-06-18,79.12,80.04,78.74,79.69,79.69,793032,0.0,1.0
2021-06-17,80.92,80.92,77.73,79.59,79.59,339058,0.0,1.0
2021-06-16,80.42,81.8,79.8,80.93,80.93,216490,0.0,1.0
2021-06-15,80.87,81.51,79.77,81.09,81.09,179442,0.0,1.0
2021-06-14,83.19,83.255,80.67,80.74,80.74,255416,0.0,1.0
2021-06-11,83.31,84.11,82.99,83.61,83.61,115793,0.0,1.0
2021-06-10,84.0,84.0,82.83,82.96,82.96,157509,0.0,1.0
2021-06-09,83.9,83.99,82.83,82.85,82.85,153090,0.0,1.0
2021-06-08,83.49,84.365,82.87,83.98,83.98,111092,0.0,1.0
2021-06-07,85.48,85.86,83.665,83.7,83.7,155549,0.0,1.0
2021-06-04,84.95,85.86,84.5,85.7,85.7,161872,0.0,1.0
2021-06-03,83.81,84.8,82.51,84.52,84.52,152599,0.0,1.0
2021-06-02,85.93,85.93,83.495,83.56,83.56,266180,0.0,1.0
2021-06-01,83.61,85.54,83.19,85.5,85.5,271948,0.0,1.0
2021-05-28,83.22,83.22,81.3,82.31,82.31,219550,0.0,1.0
2021-05-27,84.06,84.46,83.25,83.3,83.3,207641,0.0,1.0
2021-05-26,83.5,83.69,82.1,82.97,82.97,194472,0.0,1.0
2021-05-25,85.75,86.09,82.83,82.91,82.91,187183,0.0,1.0
2021-05-24,85.46,86.04,84.4301,85.78,85.78,120458,0.0,1.0
2021-05-21,86.58,86.93,84.64,84.98,84.98,204341,0.0,1.0
2021-05-20,87.09,87.09,84.9,85.6,85.6,244632,0.0,1.0
2021-05-19,87.36,88.0,86.08,87.02,87.02,245790,0.0,1.0
2021-05-18,88.96,89.55,88.31,88.49,88.49,212756,0.0,1.0
2021-05-17,88.38,89.53,87.2732,89.41,89.41,140103,0.0,1.0
2021-05-14,89.33,89.4,88.06,89.24,89.24,226885,0.0,1.0
2021-05-13,85.46,89.025,85.46,88.77,88.77,320745,0.0,1.0
2021-05-12,86.7,88.0,85.2,85.39,85.39,361856,0.0,1.0
2021-05-11,85.27,87.02,85.27,86.86,86.86,212180,0.0,1.0
2021-05-10,87.99,89.16,86.66,86.72,86.72,322892,0.0,1.0
2021-05-07,85.79,87.85,84.73,87.59,87.59,225561,0.0,1.0
2021-05-06,86.86,86.86,84.335,86.4,86.4,255858,0.0,1.0
2021-05-05,85.67,89.26,84.7,86.48,86.48,464900,0.0,1.0
2021-05-04,82.38,85.25,80.86,85.0,85.0,456294,0.0,1.0
2021-05-03,79.25,82.27,78.905,82.13,82.13,411214,0.0,1.0
2021-04-30,77.58,79.38,76.79,78.08,78.08,482448,0.0,1.0
2021-04-29,75.86,78.0,73.39,77.99,77.99,371407,0.0,1.0
2021-04-28,74.53,76.2154,74.53,75.85,75.85,408543,0.0,1.0
2021-04-27,74.22,74.57,72.9,74.55,74.55,216428,0.0,1.0
2021-04-26,73.36,74.95,72.79,74.21,74.21,212106,0.0,1.0
2021-04-23,71.85,73.22,71.575,72.96,72.96,163387,0.0,1.0
2021-04-22,71.53,72.58,71.13,71.63,71.63,189591,0.0,1.0
2021-04-21,70.52,71.595,69.96,71.19,71.19,193536,0.0,1.0
2021-04-20,72.98,73.09,70.0,70.45,70.45,175529,0.0,1.0
2021-04-19,73.77,74.02,72.76,73.21,73.21,136827,0.0,1.0
2021-04-16,74.06,74.87,73.57,74.13,74.13,182317,0.0,1.0
2021-04-15,72.74,73.1,71.66,72.85,72.85,166740,0.0,1.0
2021-04-14,71.7,73.52,71.7,72.38,72.38,165240,0.0,1.0
2021-04-13,70.99,71.735,70.06,71.63,71.63,267311,0.0,1.0
2021-04-12,71.78,72.26,70.69,71.26,71.26,172429,0.0,1.0
2021-04-09,70.83,71.96,70.7,71.5,71.5,275565,0.0,1.0
2021-04-08,71.52,71.81,70.17,70.96,70.96,244817,0.0,1.0
2021-04-07,74.23,74.23,71.41,71.45,71.45,175750,0.0,1.0
2021-04-06,74.29,75.54,73.81,74.39,74.39,161210,0.0,1.0
2021-04-05,76.4,77.1,74.36,74.75,74.75,183544,0.0,1.0
2021-04-01,75.87,76.39,74.7,75.73,75.73,283056,0.0,1.0
2021-03-31,76.94,77.13,75.49,75.53,75.53,307851,0.0,1.0
2021-03-30,75.25,77.43,75.25,76.9,76.9,219426,0.0,1.0
2021-03-29,75.98,77.62,75.37,75.42,75.42,333130,0.0,1.0
2021-03-26,75.12,76.72,74.78,76.55,76.55,197340,0.0,1.0
2021-03-25,71.12,74.55,70.77,74.04,74.04,209557,0.0,1.0
2021-03-24,72.72,74.875,71.9,71.9,71.9,242353,0.0,1.0
2021-03-23,73.7,74.95,71.54,71.79,71.79,322780,0.0,1.0
2021-03-22,75.09,75.53,73.619,75.08,75.08,237646,0.0,1.0
2021-03-19,76.96,77.525,75.19,75.31,75.31,836251,0.0,1.0
2021-03-18,78.37,79.57,76.85,77.0,77.0,313729,0.0,1.0
2021-03-17,78.54,78.75,77.325,78.61,78.61,281423,0.0,1.0
2021-03-16,79.35,79.67,77.97,78.5,78.5,205931,0.0,1.0
2021-03-15,77.64,79.62,77.357,79.62,79.62,312744,0.0,1.0
2021-03-12,77.55,78.625,77.445,77.98,77.98,275236,0.0,1.0
2021-03-11,76.83,77.94,76.65,77.22,77.22,276385,0.0,1.0
2021-03-10,74.47,77.0,74.255,76.15,76.15,249820,0.0,1.0
2021-03-09,75.0,75.46,73.05,73.83,73.83,251942,0.0,1.0
2021-03-08,73.24,74.7,72.08,74.0,74.0,256128,0.0,1.0
2021-03-05,70.73,72.63,68.57,72.6,72.6,328452,0.0,1.0
2021-03-04,70.33,70.585,67.405,69.51,69.51,324634,0.0,1.0
2021-03-03,69.5,73.0,69.48,70.33,70.33,313302,0.0,1.0
2021-03-02,71.29,71.61,69.31,69.34,69.34,238769,0.0,1.0
2021-03-01,71.67,72.37,70.965,71.56,71.56,335994,0.0,1.0
2021-02-26,69.18,70.33,68.33,69.48,69.48,419405,0.0,1.0
2021-02-25,70.52,70.52,68.36,69.22,69.22,251293,0.0,1.0
2021-02-24,70.84,71.77,70.35,70.35,70.35,321031,0.0,1.0
2021-02-23,70.15,71.0,68.99,70.13,70.13,282038,0.0,1.0
2021-02-22,69.35,71.19,69.05,70.8,70.8,248428,0.0,1.0
2021-02-19,69.49,70.54,69.02,69.94,69.94,240990,0.0,1.0
2021-02-18,69.62,70.17,68.45,69.18,69.18,190140,0.0,1.0
2021-02-17,69.07,71.6352,68.24,69.8,69.8,359756,0.0,1.0
2021-02-16,70.27,70.92,67.99,69.45,69.45,224888,0.0,1.0
2021-02-12,69.04,72.565,68.1781,69.96,69.96,489713,0.0,1.0
2021-02-11,75.0,77.54,67.21,68.49,68.49,589145,0.0,1.0
2021-02-10,73.54,74.12,72.57,73.1,73.1,177770,0.0,1.0
2021-02-09,73.66,73.9223,72.45,73.33,73.33,122290,0.0,1.0
2021-02-08,71.39,74.25,71.39,74.25,74.25,262264,0.0,1.0
2021-02-05,71.58,72.66,71.18,72.45,72.45,157110,0.0,1.0
2021-02-04,69.59,71.09,69.17,70.58,70.58,239372,0.0,1.0
2021-02-03,69.46,70.39,68.68,69.7,69.7,189849,0.0,1.0
2021-02-02,69.89,70.56,68.83,69.84,69.84,268677,0.0,1.0
2021-02-01,66.5,69.23,66.155,68.91,68.91,381066,0.0,1.0
2021-01-29,67.53,68.74,65.67,65.69,65.69,316155,0.0,1.0
2021-01-28,68.18,69.21,66.98,67.88,67.88,178488,0.0,1.0
2021-01-27,66.19,68.37,63.43,67.41,67.41,319521,0.0,1.0
2021-01-26,71.36,71.53,67.9,68.02,68.02,204528,0.0,1.0
2021-01-25,71.49,72.93,70.45,70.73,70.73,167478,0.0,1.0
2021-01-22,71.11,72.71,70.655,72.46,72.46,203165,0.0,1.0
2021-01-21,73.0,73.45,71.71,72.15,72.15,190811,0.0,1.0
2021-01-20,72.75,73.955,72.46,73.1,73.1,156935,0.0,1.0
2021-01-19,74.12,74.88,72.42,72.72,72.72,201296,0.0,1.0
2021-01-15,72.38,73.69,71.82,73.42,73.42,260000,0.0,1.0
2021-01-14,74.86,75.74,73.58,73.88,73.88,141161,0.0,1.0
2021-01-13,77.43,78.44,73.77,74.21,74.21,151556,0.0,1.0
2021-01-12,75.48,78.04,75.29,77.69,77.69,184792,0.0,1.0
2021-01-11,73.98,76.0,73.98,75.15,75.15,143871,0.0,1.0
2021-01-08,77.42,77.77,74.56,75.36,75.36,201573,0.0,1.0
2021-01-07,78.5,79.68,76.4001,77.17,77.17,167102,0.0,1.0
2021-01-06,77.41,79.66,76.92,78.37,78.37,370353,0.0,1.0
2021-01-05,72.58,76.125,72.58,75.48,75.48,266695,0.0,1.0
2021-01-04,76.49,76.76,71.97,72.38,72.38,255970,0.0,1.0
2020-12-31,75.25,77.28,74.45,75.73,75.73,258818,0.0,1.0
2020-12-30,74.11,75.97,74.07,75.57,75.57,179195,0.0,1.0
2020-12-29,74.94,74.94,72.97,73.75,73.75,167566,0.0,1.0
2020-12-28,75.0,76.09,74.5,74.54,74.54,160641,0.0,1.0
2020-12-24,74.29,74.83,73.06,74.29,74.29,96571,0.0,1.0
2020-12-23,72.86,74.34,72.49,73.98,73.98,200393,0.0,1.0
2020-12-22,72.31,72.93,71.7,72.17,72.17,218211,0.0,1.0
2020-12-21,70.13,72.73,69.09,72.17,72.17,250370,0.0,1.0
2020-12-18,72.9,74.37,71.6,72.15,72.15,635268,0.0,1.0
2020-12-17,72.68,73.36,72.24,73.27,73.27,202340,0.0,1.0
2020-12-16,73.95,74.31,71.94,72.12,72.12,251480,0.0,1.0
2020-12-15,71.22,73.64,71.22,73.3,73.3,261010,0.0,1.0
2020-12-14,72.23,72.23,69.9,70.17,70.17,203022,0.0,1.0
2020-12-11,71.49,72.91,70.34,71.28,71.28,138553,0.0,1.0
2020-12-10,71.99,73.085,71.5791,72.53,72.53,211358,0.0,1.0
2020-12-09,72.7,73.17,72.07,72.71,72.71,223639,0.0,1.0
2020-12-08,69.59,72.23,69.59,72.16,72.16,245341,0.0,1.0
2020-12-07,69.62,71.13,69.28,70.34,70.34,162881,0.0,1.0
2020-12-04,68.68,71.26,68.68,70.15,70.15,283401,0.0,1.0
2020-12-03,69.47,70.43,68.005,68.29,68.29,213506,0.0,1.0
2020-12-02,67.27,70.63,66.54,69.61,69.61,262273,0.0,1.0
2020-12-01,67.83,68.86,67.24,67.73,67.73,250751,0.0,1.0
2020-11-30,67.97,68.69,66.11,66.58,66.58,216321,0.0,1.0
2020-11-27,68.52,69.24,67.45,68.45,68.45,161714,0.0,1.0
2020-11-25,70.59,70.59,68.63,68.67,68.67,229016,0.0,1.0
2020-11-24,72.47,72.57,71.41,71.49,71.49,373923,0.0,1.0
2020-11-23,67.85,71.12,67.328,70.84,70.84,264948,0.0,1.0
2020-11-20,64.79,67.0,64.53,66.79,66.79,220370,0.0,1.0
2020-11-19,66.15,66.365,64.42,65.41,65.41,234372,0.0,1.0
2020-11-18,69.09,69.09,66.24,66.31,66.31,337307,0.0,1.0
2020-11-17,68.18,68.89,66.955,68.58,68.58,276410,0.0,1.0
2020-11-16,69.41,70.01,67.99,69.44,69.44,202193,0.0,1.0
2020-11-13,65.61,67.545,65.61,67.35,67.35,202208,0.0,1.0
2020-11-12,65.87,66.06,63.35,64.69,64.69,275788,0.0,1.0
2020-11-11,68.02,68.26,66.23,67.03,67.03,268997,0.0,1.0
2020-11-10,69.86,70.275,66.81,68.0,68.0,359932,0.0,1.0
2020-11-09,64.48,69.59,63.36,68.73,68.73,512612,0.0,1.0
2020-11-06,60.77,61.28,59.02,59.15,59.15,162913,0.0,1.0
2020-11-05,56.95,60.9,56.95,60.08,60.08,185258,0.0,1.0
2020-11-04,56.84,57.86,55.07,56.3,56.3,223495,0.0,1.0
2020-11-03,58.54,60.08,57.46,59.2,59.2,366480,0.0,1.0
2020-11-02,56.16,57.21,55.15,57.19,57.19,210750,0.0,1.0
2020-10-30,53.23,55.89,53.23,54.88,54.88,395008,0.0,1.0
2020-10-29,53.18,54.24,51.46,53.76,53.76,257524,0.0,1.0
2020-10-28,54.86,55.82,53.26,53.37,53.37,279051,0.0,1.0
2020-10-27,58.06,58.06,56.35,56.84,56.84,279798,0.0,1.0
2020-10-26,59.38,59.5,57.84,58.53,58.53,216116,0.0,1.0
2020-10-23,60.99,61.48,60.09,60.11,60.11,211658,0.0,1.0
2020-10-22,59.94,60.715,58.72,60.61,60.61,288697,0.0,1.0
2020-10-21,60.18,61.09,59.12,59.2,59.2,249630,0.0,1.0
2020-10-20,62.04,62.43,59.49,60.22,60.22,377473,0.0,1.0
2020-10-19,62.46,62.89,59.82,60.07,60.07,181023,0.0,1.0
2020-10-16,62.01,62.75,61.3,62.3,62.3,282625,0.0,1.0
2020-10-15,59.06,61.47,58.24,61.25,61.25,182290,0.0,1.0
2020-10-14,59.69,60.98,59.69,60.2,60.2,211446,0.0,1.0
2020-10-13,58.98,60.385,58.38,59.99,59.99,215955,0.0,1.0
2020-10-12,59.44,59.89,59.09,59.79,59.79,168814,0.0,1.0
2020-10-09,59.44,59.82,58.37,59.37,59.37,207250,0.0,1.0
2020-10-08,57.99,58.9,57.68,58.31,58.31,161328,0.0,1.0
2020-10-07,56.29,57.87,56.17,57.09,57.09,239587,0.0,1.0
2020-10-06,56.03,57.43,54.81,55.45,55.45,222519,0.0,1.0
2020-10-05,53.37,55.55,53.37,55.2,55.2,198866,0.0,1.0
2020-10-02,48.75,53.56,48.56,52.93,52.93,369305,0.0,1.0
2020-10-01,49.34,50.09,48.9,49.95,49.95,346570,0.0,1.0
2020-09-30,49.59,50.795,49.3,49.44,49.44,219239,0.0,1.0
2020-09-29,49.89,50.975,48.69,49.52,49.52,131599,0.0,1.0
2020-09-28,49.4,50.63,49.4,49.7,49.7,213495,0.0,1.0
2020-09-25,47.65,48.67,47.51,48.32,48.32,370631,0.0,1.0
2020-09-24,48.95,49.2,47.11,48.21,48.21,405056,0.0,1.0
2020-09-23,49.67,51.97,48.9,48.91,48.91,249496,0.0,1.0
2020-09-22,50.85,50.85,48.9,49.92,49.92,414374,0.0,1.0
2020-09-21,53.85,54.03,50.17,50.65,50.65,396614,0.0,1.0
2020-09-18,56.99,57.36,55.23,55.58,55.58,599819,0.0,1.0
2020-09-17,55.92,56.94,54.5,56.64,56.64,204496,0.0,1.0
2020-09-16,57.74,58.28,56.48,56.58,56.58,351157,0.0,1.0
2020-09-15,57.8,57.82,56.61,57.08,57.08,139496,0.0,1.0
2020-09-14,57.53,57.75,56.1,57.16,57.16,242606,0.0,1.0
2020-09-11,56.75,57.82,56.3,56.87,56.87,203048,0.0,1.0
2020-09-10,56.98,57.59,56.53,56.58,56.58,187871,0.0,1.0
2020-09-09,57.26,57.67,55.81,56.85,56.85,190887,0.0,1.0
2020-09-08,58.61,58.61,56.23,56.93,56.93,213838,0.0,1.0
2020-09-04,58.52,59.8,58.15,59.23,59.23,275034,0.0,1.0
2020-09-03,59.44,59.63,56.77,57.31,57.31,154144,0.0,1.0
2020-09-02,56.89,59.5,56.78,59.34,59.34,302009,0.0,1.0
2020-09-01,55.86,57.54,55.26,57.05,57.05,249560,0.0,1.0
2020-08-31,57.49,58.03,56.14,56.17,56.17,403431,0.0,1.0
2020-08-28,56.9,58.03,56.4,57.99,57.99,173712,0.0,1.0
2020-08-27,57.54,58.45,56.67,56.82,56.82,384526,0.0,1.0
2020-08-26,58.13,58.66,57.05,57.11,57.11,159775,0.0,1.0
2020-08-25,60.08,60.8662,57.77,58.23,58.23,139267,0.0,1.0
2020-08-24,58.38,60.43,57.9,59.7,59.7,198894,0.0,1.0
2020-08-21,58.13,58.6,57.2095,57.7,57.7,233944,0.0,1.0
2020-08-20,58.17,59.22,58.0,58.56,58.56,160470,0.0,1.0
2020-08-19,58.93,60.66,58.58,59.04,59.04,163178,0.0,1.0
2020-08-18,59.62,60.268,58.58,58.81,58.81,161658,0.0,1.0
2020-08-17,60.88,61.15,59.705,60.06,60.06,160816,0.0,1.0
2020-08-14,60.27,61.29,60.0,60.73,60.73,145998,0.0,1.0
2020-08-13,61.76,61.855,60.61,61.24,61.24,169866,0.0,1.0
2020-08-12,64.28,64.28,61.81,62.43,62.43,214259,0.0,1.0
2020-08-11,60.97,63.96,60.97,63.11,63.11,391155,0.0,1.0
2020-08-10,58.63,61.48,58.63,59.66,59.66,163949,0.0,1.0
2020-08-07,56.76,58.52,56.54,58.51,58.51,383696,0.0,1.0
2020-08-06,57.7,57.99,56.75,56.88,56.88,282010,0.0,1.0
2020-08-05,57.32,58.74,56.73,57.35,57.35,335548,0.0,1.0
2020-08-04,57.72,57.92,56.63,56.76,56.76,284880,0.0,1.0
2020-08-03,58.61,59.67,57.94,58.29,58.29,279816,0.0,1.0
2020-07-31,57.51,59.99,57.0,58.48,58.48,412914,0.0,1.0
2020-07-30,56.52,57.63,54.15,56.03,56.03,563333,0.0,1.0
2020-07-29,57.39,60.36,57.39,60.0,60.0,312752,0.0,1.0
2020-07-28,58.11,58.39,57.07,57.23,57.23,220294,0.0,1.0
2020-07-27,57.82,58.53,57.62,58.42,58.42,285675,0.0,1.0
2020-07-24,59.7,59.7,57.55,58.1,58.1,212138,0.0,1.0
2020-07-23,59.02,60.24,58.49,59.96,59.96,221881,0.0,1.0
2020-07-22,59.33,60.52,59.1,59.41,59.41,258794,0.0,1.0
2020-07-21,59.68,60.69,59.41,60.05,60.05,248627,0.0,1.0
2020-07-20,59.38,59.94,58.94,59.3,59.3,297051,0.0,1.0
2020-07-17,58.4,60.0,58.38,59.57,59.57,324300,0.0,1.0
2020-07-16,57.96,58.8,57.02,57.95,57.95,271900,0.0,1.0
2020-07-15,57.51,58.59,56.81,58.09,58.09,305500,0.0,1.0
2020-07-14,53.8,55.57,53.47,55.56,55.56,197800,0.0,1.0
2020-07-13,53.92,55.57,53.54,53.92,53.92,242800,0.0,1.0
2020-07-10,51.49,53.31,51.49,53.19,53.19,275700,0.0,1.0
2020-07-09,52.22,52.7,51.13,51.56,51.56,341600,0.0,1.0
2020-07-08,51.58,52.41,51.03,52.28,52.28,276500,0.0,1.0
2020-07-07,52.5,53.57,51.73,51.96,51.96,295300,0.0,1.0
2020-07-06,54.25,54.33,52.13,53.22,53.22,228900,0.0,1.0
2020-07-02,53.3,54.95,52.51,52.66,52.66,262800,0.0,1.0
2020-07-01,52.82,53.96,51.24,51.74,51.74,402000,0.0,1.0
2020-06-30,51.22,53.11,51.1,52.57,52.57,425000,0.0,1.0
2020-06-29,48.34,52.3,48.24,51.67,51.67,493100,0.0,1.0
2020-06-26,49.36,49.75,46.5,47.31,47.31,885475,0.0,1.0
2020-06-25,48.78,50.27,48.0701,49.81,49.81,306278,0.0,1.0
2020-06-24,50.77,50.96,48.34,49.34,49.34,514759,0.0,1.0
2020-06-23,53.07,53.28,51.35,51.68,51.68,337972,0.0,1.0
2020-06-22,50.54,51.99,49.67,51.95,51.95,284212,0.0,1.0
2020-06-19,53.0,54.17,51.13,51.5,51.5,507393,0.0,1.0
2020-06-18,51.72,53.32,51.39,52.14,52.14,184822,0.0,1.0
2020-06-17,54.7,54.88,52.185,52.61,52.61,333745,0.0,1.0
2020-06-16,54.76,56.85,54.21,54.87,54.87,427228,0.0,1.0
2020-06-15,47.9,51.96,47.51,51.91,51.91,269230,0.0,1.0
2020-06-12,50.93,52.1162,48.71,50.25,50.25,511806,0.0,1.0
2020-06-11,51.01,52.03,47.7401,48.11,48.11,435654,0.0,1.0
2020-06-10,55.98,56.32,53.86,54.45,54.45,349176,0.0,1.0
2020-06-09,56.0,56.75,55.14,55.97,55.97,309379,0.0,1.0
2020-06-08,58.92,59.97,57.03,57.39,57.39,393978,0.0,1.0
2020-06-05,57.95,58.425,56.775,57.89,57.89,619082,0.0,1.0
2020-06-04,57.01,57.92,55.9101,56.17,56.17,399863,0.0,1.0
